Name;Category;Description;Price before tax;Tax Rule ID;Quantity;Image
Commander Masters Set Booster Pack (Niemiecki);Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Commander Masters Set Booster Pack (Niemiecki)  
Każdy Magic the Gathering: Commander Masters – Set Booster zawiera
15x kart do gry,
1x kartę Art, oraz 1 token lub kartę reklamową
 Booster zawiera 2-6 kart o rzadkości Rare lub wyższej
 3-8 kart Uncommon
 4-8 kart Common
 1 kartę Land.
W każdej paczce znajduje się co najmniej 1 karta foil o dowolnej rzadkości";52.02;1;6;https://magiccafe.eu/wp-content/uploads/2023/10/d78c49b8dc36f9d9417d6600bdaf8f75.png
Double Masters 2022 Draft Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Double Masters 2022 Draft Booster Box
Zawartość:
24-Double Masters 2022 MTG Draft Boosters";987.8;1;1;https://magiccafe.eu/wp-content/uploads/2023/07/4e3b360b148e767325198f0ed6074710.png
Wilds of Eldraine: Set Booster;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 8 września 2023r. Data premiery może ulec zmianie.
Eldraine – plan cudownego chaosu i sprzeczności! Stwórz swoją właśną opowieść pełną przygód i niespodzianek, które zdolne są przełamać klątwę wiecznego snu.
Magic the Gathering: Wilds of Eldraine – Set Booster to najlepszy wybór, jeśli chcesz otwierać paczuszki po prostu dla zabawy i przyjemności. Zawiera karty z przepięknymi grafikami, które pozwolą odkryć tajemnice setu Wilds of Eldraine.";16.25;1;2;https://magiccafe.eu/wp-content/uploads/2023/08/223ffeddc091714b315b6cb5e24a16a0.png
Strixhaven: School of Mages Collector Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Strixhaven: School of Mages Collector Booster Box
Zawartość:
12- Boosters School of Mages Collector";757.72;1;3;https://magiccafe.eu/wp-content/uploads/2023/07/ab3cc394eda63be6a4427f12a36ad03c.png
Dominaria Remastered Collector Booster Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Magic The Gathering: Dominaria Remastered – Collector Booster
Magic The Gathering to najpopularniejsza na świecie kolekcjonerska gra karciana osadzona w krainie magii, w której gracze składają talie do gry, a następnie mierzą się z groźnymi przeciwnikami, wykorzystując jak najlepiej zdolności swoich kart i umiejętnie podejmując decyzje taktyczne. Gra wydawana jest w seriach co 3-4 miesiące. W skład każdej serii wchodzą zestawy tego samego typu o różnej zawartości. To prawdziwa gratka dla kolekcjonerów.
Dominiaria Remastered to wyjątkowy limitowany produkt nawiązujący do jednej z najbardziej lubianych krain – Dominarii.
W środku znajdziesz karty nawiązujące do Dominarii, zawartych w aż 27 poprzednich rozszerzeniach!
Magic The Gathering: Dominaria Remastered – Collector Booster to niesamowity sposób na zdobycie najbardziej pożądanych kart. W każdym zestawie znajdziesz karty w wariancie foil, extended art czy full art, które nie występują w klasycznym boosterze. Sprawdź, co kryje Twój zestaw – może trafisz na niezwykle rzadką kartę, która jest spełnieniem marzeń każdego kolekcjonera?
Każdy zestaw zawiera:
15 losowych kart w najlepszych wariantach graficznych";73.09;1;7;https://magiccafe.eu/wp-content/uploads/2024/07/10a60c590d654b6889f759c61cb3c9e8.jpg
Streets of New Capenna Draft Booster Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Streets of New Capenna Draft Booster Pack
Zawartość:
15x kart";9.74;1;3;https://magiccafe.eu/wp-content/uploads/2023/11/3b27fb8fc0e9c5344847e3f9f93b66f9.jpg
The Lost Caverns of Ixalan Collector Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 17 listopada 2023r. Data może ulec zmianie.
W The Lost Caverns of Ixalan Twoi gracze przeżyją przygodę jak nigdy dotąd, odkrywając dawno zaginione ruiny, starożytne cywilizacje żywe i zdrowe oraz szalejące ulubione stworzenia fanów. Zagłęb się w serce Ixalana, korzystając z kawałka prehistorii dla każdego stylu gry. Twoi gracze uzyskują bezpośredni dostęp do najfajniejszych kart z zestawu,
Zawartość:
12x The Lost Caverns of Ixalan Collector Booster’s  (Każdy booster zawiera 15kart )";975.6;1;7;https://magiccafe.eu/wp-content/uploads/2023/11/e3b63a3d24ddb04a7c75715d35efdc9a.png
Dominaria United Set Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Dominaria United Set Booster Box
Zawartość:
30- Dominaria United Set Booster’s";461.7;1;4;https://magiccafe.eu/wp-content/uploads/2023/07/88b60c1b94784a9b366972b363f31003.png
Phyrexia: All Will Be One Collector Booster Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Phyrexia: All Will Be One Collector Booster Pack z gry Magic the Gathering
Produkt nowy, fabrycznie zapakowany.
Język – angielski.";79.67;1;2;https://magiccafe.eu/wp-content/uploads/2023/04/1eab33e14a679941cafc54ec0c85805c.png
The Lost Caverns of Ixalan Collector Booster Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 17 listopada 2023r. Data może ulec zmianie.
W The Lost Caverns of Ixalan Twoi gracze przeżyją przygodę jak nigdy dotąd, odkrywając dawno zaginione ruiny, starożytne cywilizacje żywe i zdrowe oraz szalejące ulubione stworzenia fanów. Zagłęb się w serce Ixalana, korzystając z kawałka prehistorii dla każdego stylu gry. Twoi gracze uzyskują bezpośredni dostęp do najfajniejszych kart z zestawu,
Zawartość:
15 kart The Lost Caverns of Ixalan Collector Booster’s";80.48;1;3;https://magiccafe.eu/wp-content/uploads/2023/11/c07f73cfe2661ca52f2f2c4361bf9700.png
Innistrad: Midnight Hunt Draft Booster Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Innistrad: Midnight Hunt Draft Booster Pack
Zawiera 15 kart";9.75;1;6;https://magiccafe.eu/wp-content/uploads/2023/12/7ef3c3daddb5b67fe88793f99f113fe5.jpg
Modern Horizons 3: Play Booster Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 14 czerwca 2024r. Data może ulec zmianie.
Modern Horizons 3 Play Booster pack
Nowe rozszerzenie do gry wprowadzające multum świeżych, ekscytujących kart do formatu Modern, jednego z najbardziej znanych typów gry w Magic the Gathering. Niezależnie od tego, czy gracz nie miał styczności z tym formatem, czy jest karciankowym wyjadaczem – każdy znajdzie tu coś dla siebie!";26.82;1;6;https://magiccafe.eu/wp-content/uploads/2024/05/0ba0f3189201973c61049fce29ee38c4.png
Magic The Gathering: Fallout Collector Booster Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 08.03.2024r. Data może ulec zmianie!
Zanurz się w fascynującym świecie Fallout wraz z wyjątkowym zestawem kart Magic The Gathering Fallout Collector Booster Pack! Ten limitowany zestaw to prawdziwa gratka dla fanów obu światów, łącząc w sobie bogactwo lore gry Fallout z ekscytującą rozgrywką karcianą Magic: The Gathering.
Odkryj ponadto unikatowe ilustracje stworzone specjalnie dla tego kolekcjonerskiego wydania, przenoszące graczy w post apokaliptyczny świat Fallout, gdzie walka o przetrwanie to codzienność. Każda karta jest mistrzowsko wykonana, zachwycając detalicznymi rysunkami, które oddają atmosferę gry w najdrobniejszych szczegółach.
Zbieraj magiczne karty przedstawiające ulubione postacie fanów, tematyczną mechanikę gry i grafikę eksplorującą postnuklearny świat serii Fallout.
Zdobądź kolekcjonerskie boostery  pełne rzadkich kart, specjalnych alternatywnych grafik Fallouta, kart alternatywnych ramek i łącznie 6–7 kart rozszerzonych grafik.
Każde opakowanie zawiera 12 kart pokrytych folią, które będą lśnić w ostrym świetle odpadów nuklearnych, w tym 3–10 specjalnych kart Surge Foil z falującym połyskiem
Zawartość:
15x kart Magic The Gathering Fallout";81.29;1;5;https://magiccafe.eu/wp-content/uploads/2024/01/ca840ae141432345ac53f2ec94df7758.png
Double Masters 2022 Collector Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Double Masters 2022 Collector Booster box
Zawartość:
4- Double Masters 2022 MTG Collector Boosters
Magic: The Gathering Double Masters 2022 Collector Booster Box to aż 4 Collector Boostery, które są crème de la crème, wśród produktów MTG!
Zawiera on najznamienitsze skarby jakie mógł dotąd poznać każdy gracz MTG:
• 15 Double Masters 2022 Magic: The Gathering kart oraz 1 dwustronny foliowany token
• 6 Borderless kart w każdym boosterze
• Textured Foil Borderless karta w 3% boosterów
• 1 Foil-Etched oraz 10–11 Traditional Foil kart w każdym boosterze
• 4 karty o rzadkości Rare lub wyżej";1056.09;1;5;https://magiccafe.eu/wp-content/uploads/2023/07/18a10f3572640a3f4b0af955cafc9d2b.png
Phyrexia: All Will Be One Prerelease Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Phyrexia: All Will Be One Prerelease Pack
Zawartość pudełka:
6 draft boosterów
1 foil, year-stamped rare or mythic rare
1 deck box
1 Spindown die
Produkt nowy, fabrycznie zapakowany.
Język – angielski.";81.29;1;4;https://magiccafe.eu/wp-content/uploads/2023/04/1a45bb845d468f4e2d08aa436a25f60f-1.jpg
The Lord of the Rings: Tales of Middle-earth™ Special Edition Collector Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 3 listopada 2023r. Data może ulec zmianie.
Dołącz do Drużyny i wyrusz w drogę z ulubionymi postaciami z Władcy Pierścieni! Czeka Cię przygoda pełna odwagi, waleczności i… drugich śniadań!
Magic the Gathering: The Lord of the Rings – Tales of Middle-earth to dodatek inspirowany niesamowitą prozą J.R.R. Tolkiena, pełną magii, elfów, krasnoludów i potwornych monstrów i potężnych pierścieni. Cała historia rozpoczyna się w swoiskim Shire, z którego czterej Hobbici wyruszają w podróż w nieznane.
Magic the Gathering: The Lord of the Rings – Tales of Middle-earth – Special Edition Collector Booster Display (12) zawiera 12 sztuk Magic the Gathering: The Lord of the Rings – Tales of Middle-earth – Special Edition Collector Booster.
Zawartość:
12x Magic the Gathering: The Lord of the Rings – Tales of Middle-earth – Special Edition Collector Booster";1300.8;1;6;https://magiccafe.eu/wp-content/uploads/2023/10/aeeab35ec4f9645a1d3065aa48b2ce0e.png
Dominaria Remastered Collector Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Dominaria Remastered Collector Booster Box
Wewnątrz znajduje się 12 boosterów.
Produkt nowy, fabrycznie zapakowany.
Język – angielski.";999.99;1;7;https://magiccafe.eu/wp-content/uploads/2024/09/b9c2e8e12a3d50bce458ef8b5caf40f2.png
Universes Beyond: Assassin’s Creed Collector Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 5 lipca 2024r. Data może ulec zmianie.
Odkryj tajemnice ukryte głęboko w przeszłości i podążaj śladami skrytobójców skrytych w mroku. Bądź szybki, bądź precyzyjny i NIGDY nie pokazuj ręki.
Assassin’s Creed wyłania się z cienia i dołącza do gry Magic the Gathering! Ty i Twoi przyjaciele możecie biegać po historycznych lokacjach ze swoimi ulubionymi asasynami, wykonać skok wiary… Przeszłość czeka na odkrycie!
Magic the Gathering: Assassin’s Creed – Beyond Booster to gwarancja najlepszych kart z rozszerzenia. Paczka zawiera 10 losowych kart, wśród których 2 są w wariancie Foil-Etched, a 6-7 w wariancie Traditional Foil.
Magic the Gathering: Assassin’s Creed – Beyond Booster zawiera:
4-5 kart o rzadkości Rare lub wyższym
5 kart Uncommon
0-1 kartę Land
Magic the Gathering: Assassin’s Creed – Collector Booster Box (12) zawiera 12 sztuk Magic the Gathering: Assassin’s Creed – Collector Booster.";913.82;1;4;https://magiccafe.eu/wp-content/uploads/2024/06/f0d75ea75b843ad573fc0d7d9f007781.png
Murders at Karlov Manor Collector Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 9 lutego 2024r. Data może ulec zmianie! 
Murders at Karlov Manor Collector Booster Box to unikalne wydanie gry karcianej, które zapewni wiele godzin emocjonującej rozrywki. Wykonane przez Wizards of the Coast, ta nowa wersja to prawdziwa perełka dla miłośników gier planszowych i karcianych.
Zawartość:
12x Murders at Karlov Manor Collector Boosters (każdy booster zawiera 15 kart)";657.72;1;3;https://magiccafe.eu/wp-content/uploads/2024/01/d79c241f47151c9e9622e625bcb3dbbe.png
Modern Horizons 2 Draft Booster Box Rosyjski;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Modern Horizons 2 Draft Booster Box
Wewnątrz znajdują się  36 boostery.  Każdy booster zawiera 15 kart.";975.61;1;10;https://magiccafe.eu/wp-content/uploads/2023/09/029eb227c0c3510b238184afea8812d1-1200x1200.jpg
Phyrexia: All Will Be One Set Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Phyrexia: All Will Be One Set Booster Box
Wewnątrz znajduje się 30 boosterów.
Produkt nowy, fabrycznie zapakowany.
Język – angielski.";487.8;1;9;https://magiccafe.eu/wp-content/uploads/2023/04/d4e657a3ebb4262595a4b69a9f55073d.png
Universes Beyond: Assassin’s Creed Collector Booster Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 5 lipca 2024r. Data może ulec zmianie.
Odkryj tajemnice ukryte głęboko w przeszłości i podążaj śladami skrytobójców skrytych w mroku. Bądź szybki, bądź precyzyjny i NIGDY nie pokazuj ręki.
Assassin’s Creed wyłania się z cienia i dołącza do gry Magic the Gathering! Ty i Twoi przyjaciele możecie biegać po historycznych lokacjach ze swoimi ulubionymi asasynami, wykonać skok wiary… Przeszłość czeka na odkrycie!
Magic the Gathering: Assassin’s Creed – Beyond Booster to gwarancja najlepszych kart z rozszerzenia. Paczka zawiera 10 losowych kart, wśród których 2 są w wariancie Foil-Etched, a 6-7 w wariancie Traditional Foil.";83.73;1;3;https://magiccafe.eu/wp-content/uploads/2024/06/76674870bea44d415ccb33c0e3e371eb.png
Magic the Gathering: Foundations – Play Booster;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 15 listopada 2024r. Data może ulec zmianie.
Nadszedł czas na Twoją pierwszą grę. Zanurz się w Magic the Gathering: Foundations i poznaj kwintesencję MtG, grając i zbierając karty wybrane tak, aby każdemu graczowi dać przewagę. Niezależnie od tego, czy jesteś byłym, obecnym, czy przyszłym graczem, Magic the Gathering: Foundations zaprasza Cię do podzielenia się swoją iskrą ze wszystkimi!
Magic the Gathering: Foundations – Play Booster zawiera 14 losowych kart:
1-4 Rare lub rzadszych
3-5 Uncommon
6-9 Common
1 Land
Jedna z tych kart występuje w wariancie foil.";18.69;1;1;https://magiccafe.eu/wp-content/uploads/2024/11/26c09f509d230a4853b21b0ad5568a00.png
Outlaws of Thunder Junction Play Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 19 kwietnia 2024r. Data może ulec zmianie.
Magic the Gathering: Outlaws of Thunder Junction to rozszerzenie inspirowane motywem popkulturowego Dzikiego Zachodu. Gracz wciela się w banitę, który chce przejąć swoją przyszłość i zbić na tym fortunę! Stoi przed Tobą masa wyzwań – surowe pustynie, wrogie stworzenia i inni bandyci spragnieni bogactw!
Czy pokonasz przeciwności losu i w spokoju odejdziesz w stronę zachodzącego słońca?
Magic the Gathering: Outlaws of Thunder Junction – Play Booster Box zawiera 36 boosterów.";536.58;1;10;https://magiccafe.eu/wp-content/uploads/2024/04/bb153661bcd15eda0003b3b57d7b646f.png
The Brothers’ War Set Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Zawartość:
30x The Brothers’ War Set Booster’s";390.24;1;6;https://magiccafe.eu/wp-content/uploads/2024/02/e6820f0f47ae896674a0cfa9a92fe4af.png
Innistrad: Midnight Hunt Collector Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Innistrad: Midnight Hunt Collector Booster Box
Wewnątrz znajdują się  12 boostery.  Każdy booster zawiera 15 kart.";500.8;1;4;https://magiccafe.eu/wp-content/uploads/2023/09/292d29d25867c2a89455c24f76c1e7ee.png
Commander Legends Baldur’s Gate Commander Draft Booster Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Commander Legends Baldur’s Gate Commander Draft Booster Pack
Zawartość:
20x kart";14.38;1;3;https://magiccafe.eu/wp-content/uploads/2023/11/d21d189d080ff266ea4f7dee6622edb7.png
Magic the Gathering: Duskmourn House of Horror Collector Booster Box (12);Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 27 września 2024r. Data może ulec zmianie.
Magic the Gathering: Duskmourn – House of Horror – Collector Booster Box (12)
Wkrocz do Duskmourn… jeśli się odważysz! Przygotuj scenę, w której największe lęki przeciwnika staną się rzeczywistością, a cienie będą stanowić śmiertelne zagrożenie. 
Duskmourn to plan Multiversum inspirowany horrorami z lat 1980-2020. W tym świecie znajdziemy bardziej nowoczesne elementy, jak elektronika, telewizory, piły łańcuchowe, czy kultowe trampki. Cała fabuła rozgrywa się w nieskończenie wielkiej, nawiedzonej rezydencji pełnej horrorów. Dom nie jest zwykłym budynkiem, to żywa, rozciągająca się istota, która żyje ze strachu swoich mieszkańców. I wszędzie są ćmy!
W Magic the Gathering: Duskmourn – House of Horror gracze wykażą się odwagą (czy może głupotą?) wchodząc do domu, w którym ożywają lęki. Zło manifestuje koszmary i duchy, a zabawki i cienie stają się zabójcze. Gracze mogą zmierzyć się też ze złem w sobie – Ci dzielni śmiałkowie zostaną nagrodzeni. 
Magic the Gathering: Duskmourn – House of Horror – Collector Booster to gwarancja najlepszych kart z rozszerzenia. Paczka zawiera 15 losowych kart, wśród których 11-13 jest w wariancie Traditional Foil.
Magic the Gathering: Duskmourn – House of Horror – Collector Booster zawiera:
5 kart o rzadkości Rare lub wyższej
4 karty Uncommon
5 kart Common
1 kartę Land
Magic the Gathering: Duskmourn – House of Horror – Collector Booster Box (12) zawiera 12 sztuk Magic the Gathering: Duskmourn – House of Horror – Collector Booster.";812.19;1;5;https://magiccafe.eu/wp-content/uploads/2024/09/d61a74975045ae0f1f3e6fdd66481e9e.jpg
Wilds of Eldraine: Collector Booster;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 8 września 2023r. Data premiery może ulec zmianie.
Eldraine – plan cudownego chaosu i sprzeczności! Stwórz swoją właśną opowieść pełną przygód i niespodzianek, które zdolne są przełamać klątwę wiecznego snu.
Magic the Gathering: Wilds of Eldraine – Collector Booster daje bezpośredni dostęp do najciekawszych kart z setu Wilds of Eldraine, każdy boosterek pakowany jest ze szczególną troską!
Magic the Gathering: Wilds of Eldraine – Collector Booster zawiera 15 kart Magic: The Gathering, a w tym:
5 kart Rare lub rzadszych
5 kart Uncommon
4 Common
1 kart Full-Art Land
10-12 kart traditional foil
przynajmniej 3 specjalne karty Borderless
1 tradycyjny dwustronny token w wariancie foil
Eldraine – plan cudownego chaosu i sprzeczności! Stwórz swoją właśną opowieść pełną przygód i niespodzianek, które zdolne są przełamać klątwę wiecznego snu.
Magic the Gathering: Wilds of Eldraine – Set Booster to najlepszy wybór, jeśli chcesz otwierać paczuszki po prostu dla zabawy i przyjemności. Zawiera karty z przepięknymi grafikami, które pozwolą odkryć tajemnice setu Wilds of Eldraine.";74.79;1;0;https://magiccafe.eu/wp-content/uploads/2023/08/97b4f3c97f842ff44dd98cecfb05c3a3.png
March of the Machine: The Aftermath: Epilogue Booster;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"The Aftermath to kontynuacja wydarzeń z March of the Machine i służy jako epilog, wiążąc pewne luźne końce i rozpoczynając tym samym zupełnie nowe początki.
Epilogue Booster March of the Machine The Aftermath zawiera:
5 kart z czego 1-3 karty rare/mythic rare
2-4 karty uncomonów
1-2 kart w paczce jest FOIL";12.11;1;4;https://magiccafe.eu/wp-content/uploads/2023/05/8f028506cd9f1835c962d3d2d9bd2fa1.jpg
The Lord of the Rings: Tales of Middle-earth Prerelease Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 15 czerwca 2023r.
Dołącz do Drużyny i wyrusz w drogę z ulubionymi postaciami z Władcy Pierścieni! Czeka Cię przygoda pełna odwagi, waleczności i… drugich śniadań!
Magic the Gathering: The Lord of the Rings – Tales of Middle-earth to dodatek inspirowany niesamowitą prozą J.R.R. Tolkiena, pełną magii, elfów, krasnoludów i potwornych monstrów i potężnych pierścieni. Cała historia rozpoczyna się w swojskim Shire, z którego czterej Hobbici wyruszają w podróż w nieznane.";113.82;1;5;https://magiccafe.eu/wp-content/uploads/2023/05/fe8e010bde79a0f395ed773426c4c79d.png
The Lord of the Rings: Tales of Middle-earth Draft Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 23 czerwca 2023r. – data może ulec zmianie
Dołącz do Drużyny i wyrusz w drogę z ulubionymi postaciami z Władcy Pierścieni! Czeka Cię przygoda pełna odwagi, waleczności i… drugich śniadań!
Magic the Gathering: The Lord of the Rings – Tales of Middle-earth to dodatek inspirowany niesamowitą prozą J.R.R. Tolkiena, pełną magii, elfów, krasnoludów i potwornych monstrów i potężnych pierścieni. Cała historia rozpoczyna się w swoiskim Shire, z którego czterej Hobbici wyruszają w podróż w nieznane.
Magic the Gathering: The Lord of the Rings – Tales of Middle-earth – Draft Booster Display (36) zawiera:
36x Magic the Gathering: The Lord of the Rings – Tales of Middle-earth – Draft Booster.";609.67;1;7;https://magiccafe.eu/wp-content/uploads/2023/05/65b35d5a9579bcfaa66a97d94df6a774-1.png
Strixhaven: School of Mages Set Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Strixhaven: School of Mages Set Booster Box
Wewnątrz znajdują się  30 boostery.  Każdy booster zawiera 12 kart.";389.42;1;1;https://magiccafe.eu/wp-content/uploads/2023/09/aa30cada15a76d325f982d660d7513f2.png
Wilds of Eldraine: Prerelease Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 1 września 2023r. Data premiery może ulec zmianie.
Zestaw zawiera:
6 Draft Boosterów z Wilds of Eldraine
1 karta foil Rare lub Mythic Rare
2 karty tokenów
1 pudełko na karty
1 kostkę";79.67;1;3;https://magiccafe.eu/wp-content/uploads/2023/08/690e96dedd726eb9cadab45411bd1cf0.jpg
Innistrad: Midnight Hunt Draft Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Innistrad: Midnight Hunt Draft Booster Box
W zestawie znajduje się aż 36 boosterów, gwarantujących ekscytujące doznania związane z otwieraniem kart. Każda paczka zawiera losowo dobraną kolekcję kart i może skrywać w sobie nieoczekiwane skarby. Dzięki temu, gracze będą mieli szansę na zdobycie unikalnych, poszukiwanych przez kolekcjonerów kart, które wzbogacą ich talie i umożliwią zwycięstwo w niezliczonych starciach. 
„Innistrad: Midnight Hunt Draft Booster Box” to nie tylko ogromna ilość potencjalnych cennych kart, ale również niesamowite wrażenia, które zapewnią rozgrywki na najwyższym poziomie.";243.89;1;1;https://magiccafe.eu/wp-content/uploads/2023/12/a50a50d590dbf0342671ca8698869c76-1200x1054.jpg
The Lord of the Rings: Tales of Middle-earth Collector’s Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 23 czerwca 2023r. – data może ulec zmianie
Magic the Gathering: The Lord of the Rings – Tales of Middle-earth to dodatek inspirowany niesamowitą prozą J.R.R. Tolkiena, pełną magii, elfów, krasnoludów i potwornych monstrów i potężnych pierścieni. Cała historia rozpoczyna się w swoiskim Shire, z którego czterej Hobbici wyruszają w podróż w nieznane.
Magic the Gathering: The Lord of the Rings – Tales of Middle-earth – Collector Booster Display (12) zawiera:
12x Magic the Gathering: The Lord of the Rings – Tales of Middle-earth – Collector Booster";2032.52;1;0;https://magiccafe.eu/wp-content/uploads/2023/06/770b383e29b6e04f84165b3f34771434.png
March of the Machine Collector Booster Box;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"March of the Machine Collector Booster Box
Wewnątrz znajduje się 12 boosterów.
Produkt nowy, fabrycznie zapakowany.
Język – angielski.";818.69;1;8;https://magiccafe.eu/wp-content/uploads/2023/04/a76b08f504aebcf3f9409e46087c6b06.png
The Lord of the Rings: Tales of Middle-earth™ Special Edition Collector Booster;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 3 listopada 2023r. Data może ulec zmianie.
Dołącz do Drużyny i wyrusz w drogę z ulubionymi postaciami z Władcy Pierścieni! Czeka Cię przygoda pełna odwagi, waleczności i… drugich śniadań!
Magic the Gathering: The Lord of the Rings – Tales of Middle-earth to dodatek inspirowany niesamowitą prozą J.R.R. Tolkiena, pełną magii, elfów, krasnoludów i potwornych monstrów i potężnych pierścieni. Cała historia rozpoczyna się w swoiskim Shire, z którego czterej Hobbici wyruszają w podróż w nieznane.
Każdy booster zawiera 15 kart.";111.37;1;6;https://magiccafe.eu/wp-content/uploads/2023/10/ea4c427b62d4c1ec2c5ca56e9ab04744.png
The Lord of the Rings: Tales of Middle-earth Jumpstart Booster;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 23 czerwca 2023r. – data może ulec zmianie
Dołącz do Drużyny i wyrusz w drogę z ulubionymi postaciami z Władcy Pierścieni! Czeka Cię przygoda pełna odwagi, waleczności i… drugich śniadań!
Magic the Gathering: The Lord of the Rings – Tales of Middle-earth to dodatek inspirowany niesamowitą prozą J.R.R. Tolkiena, pełną magii, elfów, krasnoludów i potwornych monstrów i potężnych pierścieni. Cała historia rozpoczyna się w swojskim Shire, z którego czterej Hobbici wyruszają w podróż w nieznane.
The Lord of the Rings: Tales of Middle-earth Jumpstart Booster zawiera:
20 kart";23.57;1;1;https://magiccafe.eu/wp-content/uploads/2023/05/a2e5ada59c315518864882445a62034b-1.png
Phyrexia: All Will Be One Draft Booster Pack;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Phyrexia: All Will Be One Draft Booster Pack z gry Magic the Gathering
Produkt nowy, fabrycznie zapakowany.
Język – angielski.";13.73;1;9;https://magiccafe.eu/wp-content/uploads/2023/04/751773fc111b8eb3465d9fb10ea18266.png
Jumpstart 2022 Booster;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Jumpstart 2022 Booster Pack
Zawiera 20 kart, które pozwolą Ci stworzyć niezwykłe i unikalne talie, dając Ci niezapomniane doświadczenia podczas rozgrywek.";19.5;1;7;https://magiccafe.eu/wp-content/uploads/2023/07/482845067ca9c1b7cde8dc8706118c60.png
Commander Masters Collector Booster;Gry karciane/Magic the gathering/Boostery i Booster Boxy;"Premiera 4 sierpnia 2023r. – data premiery może ulec zmianie.
Commander Masters Collector Booster
Stwórz kolekcję kart, która przyciągnie uwagę jednymi z najwspanialszych kart, które zdobią format Commandera.
Każdy zestaw Collector Booster zawiera 1 kartę w wariancie Foil-Etched, 5 kart bez obramowania (spośród których 1 może mieć wykończenie foil), kartę w wariancie Extended-Art o rzadkości Rare lub wyższej z jednej z talii Commander Masters oraz łącznie 9-11 tradycyjnych kart w wariancie foil, które sprawią, że Twoje talie będą błyszczeć na tle innych. Bez względu na to, jak zakończy się gra, zawsze będziesz wyglądać jak zwycięzca.
Każdy Magic the Gathering: Commander Masters – Collector Booster zawiera 15 losowych kart (+1 dwustronny token w wariancie foil) w tym kombinację 5 kart o rzadkości Rare lub wyższej, 2-5 kart Uncommon, 4-7 kart Common oraz 1 kartę Land.";185.36;1;6;https://magiccafe.eu/wp-content/uploads/2023/07/83da63289d3a5a3e7c68adec4d29c6d8.png
